WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
desolate	3.8
desolated	3.8
despise	7.0
despotic	8.2
destabilize	3.0
devious	3.6
devoted	4.2
devotedto	4.2
devoting	4.2
devotion	6.666666666669999
dictatorial	8.2
diehard	7.8
diffident	4.42857142857
directive	7.142857142857139
disagreement	2.4
disallow	4.16666666666667
discontented	2.625
discord	2.4
disdainful	4.42857142857
dishonor	6.0
disinterest	3.0
disloyal	4.55555555556
disloyalty	2.28571428571
disobedience	3.5
disobedient	3.5
disobey	3.16666666667
disobeyed	3.16666666667
disobeying	3.5
disorderliness	7.0
disrespect	3.66666666667
disrespectful	3.66666666667
disrespectfulness	3.66666666667
disrespecting	3.66666666667
dissension	2.4
dissent	3.83333333333
dissenter	3.83333333333
dissenters	3.83333333333
dissentient	4.0
dissenting	3.83333333333
dissention	3.83333333333
dissentions	2.4
dissidence	3.83333333333
dissident	2.0
disunity	2.4
divisiveness	2.4
dogmatical	4.0
dogmatically	4.6
dominance	6.833333333330001
domination	6.833333333330001
double-agent	2.2
duplicitous	3.6
dutiable	6.4
duties	7.166666666669999
duty	7.166666666669999
duty-paid	6.4
earth-mother	5.833333333330001
emeritus	7.2
endear	4.28571428571
entreat	5.0
epithet	6.25
estrange	4.28571428571
ever-loyal	5.125
exceptional	6.4
excisable	6.4
excise-equivalent	6.4
excommunicated	4.5
excoriate	4.0
exemplarily	6.4
exemplary	6.4
exemplified	6.4
exemplify	6.4
exemplifying	6.4
exigible	6.4
expostulate	5.0
faith	5.0
faithful	5.125
faithless	2.0
faithlessness	2.28571428571
fascistic	8.2
father	7.666666666669999
fatherhood	6.0
fathering	6.0
fatherland	6.333333333330001
fatherless	4.66666666667
fatherlessness	6.0
fatherlike	4.6
fatherliness	5.833333333330001
firmly-held	5.0
fixedly	4.6
flout	4.16666666667
flouting	2.83333333333
forbade	4.16666666666667
forbid	4.16666666666667
forbidding	4.16666666666667
forego	4.57142857143
forgo	4.57142857143
forsaken	3.8
fort	4.75
fortifications	4.75
fortress	4.75
fraught	4.5
fully-compliant	6.0
garrison	4.75
garrisoned	4.75
garrisoning	4.75
glynn	5.0
grandfather	7.666666666669999
grandmother	6.5
guerrilla	2.55555555556
guerrillas	2.55555555556
half-deserted	3.8
haphazardness	7.0
harrowing	4.5
hazardous	4.5
headstrong	2.7142857142900003
hegemony	6.833333333330001
heirarchical	7.714285714289999
heirarchy	6.42857142857
heresies	4.5
heresy	4.0
heretic	4.5
heretical	4.5
heritics	4.5
hierarchal	7.714285714289999
hierarchic	7.714285714289999
hierarchical	7.714285714289999
hierarchically	7.714285714289999
hierarchies	7.714285714289999
hierarchy	6.42857142857
hierarchy-based	7.714285714289999
high-treason	3.0
hinder	4.0
home-land	6.333333333330001
homeland	6.333333333330001
honary	7.2
honor	6.0
honoraria	5.25
honorarily	7.2
honorarium	5.25
honorary	7.2
honored	6.0
honoree	6.333333333330001
honorific	6.25
honoring	6.0
honors	6.333333333330001
honory	7.2
honourees	6.333333333330001
htsus	6.4
idolize	7.0
illegal	3.2
illegalise	5.1428571428600005
illegally	3.2
immovably	4.6
impede	4.0
impeding	4.0
impolite	7.6
incitement	3.0
incomprehension	3.0
indifference	3.0
indifferent	3.0
indignantly	5.0
indiscipline	5.16666666667
inductee	6.333333333330001
infidelity	2.0
inflexibly	4.6
infuriate	4.28571428571
inhibit	4.0
insolence	5.16666666667
insolent	3.5
insubordinate	4.55555555556
insubordination	5.16666666667
insurgencies	2.55555555556
insurgency	2.55555555556
insurgent	2.55555555556
insurrection	3.16666666667
insurrectionary	2.55555555556
insurrectionist	2.55555555556
johnston	5.0
judaizer	4.5
kdawson	4.375
lambast	4.0
law	8.666666666669999
law-breaking	2.16666666667
law-defying	2.16666666667
lawless	2.16666666667
lawlessness	2.16666666667
leader	7.1428571428600005
leaders	8.8
leadership	8.8
leadship	8.8
leagl	7.8
legal	7.8
legalisation	7.166666666669999
legalise	7.166666666669999
legalised	7.166666666669999
legalising	7.166666666669999
legalizing	7.166666666669999
legally	7.8
leviable	6.4
lionize	7.0
looter	2.14285714286
lovett	5.0
low-caste	4.5
lowborn	4.5
lower-caste	4.5
loyal	5.125
loyalest	5.125
loyalist	7.8
loyally	5.125
loyalties	5.4
loyalty	5.400000000000001
lustiness	5.833333333330001
madcap	3.0
magisterial	7.833333333330001
mamahood	6.333333333330001
mandate	7.142857142857139
mandating	7.142857142857139
mannerly	7.6
maternalism	5.833333333330001
maternalistic	5.833333333330001
mcmullen	5.0
milburn	5.0
mildly	4.8
mini-riot	2.3
minorly	4.8
misdemeanour	3.8
moderately	4.8
mom	6.5
momhood	6.333333333330001
mommy-hood	6.333333333330001
mommyhood	6.333333333330001
more-than-slightly	4.8
mother	6.5
mother-country	6.333333333330001
mother-less	4.66666666667
mother-love	5.833333333330001
motherhood	6.333333333330001
mothering	6.333333333330001
motherland	6.333333333330001
motherless	3.66666666667
motherlike	5.375
motherliness	5.833333333330001
motherlove	5.833333333330001
motherly	5.833333333330001
murtad	4.16666666667
mutineer	2.625
mutineers	2.625
mutinied	2.625
mutinous	2.625
mutiny	5.16666666667
mutinying	2.625
near-deserted	3.8
near-riot	2.3
neatness	7.0
nervousness	6.0
non-authoritative	7.833333333330001
non-belief	5.0
non-compliance	6.8
non-compliant	6.0
non-conformism	3.4
non-conformists	3.4
non-legal	7.8
non-traditional	5.8
non-traditionalist	5.88888888889
non-traditionalists	5.88888888889
noncompliance	6.8
nonconformist	3.4
nonconformity	3.4
nonlegal	7.8
nose-thumbing	2.83333333333
not-so-traditional	5.8
obedi	5.28571428571
obedi-	5.28571428571
obedience	5.28571428571
obedient	5.28571428571
obeisant	4.42857142857
obey	4.4
obeyed	3.16666666667
obeying	3.16666666667
obligation	7.166666666669999
obsequious	4.42857142857
obsequiously	4.42857142857
obstinance	2.83333333333
obstruct	4.0
obstructed	4.0
obstructing	4.0
obstruction	4.0
offence	3.8
offences	3.8
offend	4.28571428571
offenses	3.8
oppose	2.5
opposing	2.5
opposition	2.5
oppositionist	2.0
order	8.0
ordered	8.0
ordering	8.0
orderliness	7.0
orderly	7.0
orphan	4.66666666667
orphaned	3.66666666667
orphans	4.66666666667
outcaste	4.5
outrank	7.2
paitence	5.75
parent-less	4.66666666667
parenthood	6.0
parenting	6.0
parentless	4.66666666667
pateince	5.75
patience	5.75
patterson	5.0
pennit	6.166666666669999
