WORD	EXPRESSED_MORAL	word_matches_potential_word_from data	adjusted_endorsement	most_similar_moral_word	word_matches_moral_word_from_original lexicon	similarity
repulsiveness	2.16666666667
respectable	8.0
reticulin	5.16666666667
retributory	8.333333333330001
revelry	2.2
reverence	8.4
revolting	2.42857142857
revoltingly	5.0
reﬁned	6.85714285714
ruin	2.75
ruination	2.75
ruined	2.75
ruining	2.75
rust-like	3.3333333333333304
ráma	7.4
sacrality	8.4
sacralizing	8.4
sacramentality	8.4
sacred	8.5
sacred-	8.4
sacredness	8.4
sacrilege	2.75
sacrosanct	8.5
sadistic	3.25
saint	8.57142857143
saint-like	8.57142857143
saint-making	8.0
sainthood	8.0
saintlike	8.333333333330001
saintliness	8.14285714286
saintly	7.0
salaciously	3.22222222222
salutary	6.5
sancity	8.4
sanctimonious	7.0
sanctity	8.4
sanitation	5.857142857142861
scam	2.3333333333333304
scammed	2.3333333333333304
scammer	2.3333333333333304
scammers	2.3333333333333304
scamming	2.3333333333333304
schmoly	8.5
sea-green	4.5
self-deceiving	3.0
self-deluded	3.0
self-deluding	3.0
self-delusional	3.0
semi-decent	8.0
semi-innocent	8.4
semi-upright	6.0
sensualist	2.6
sex-for-sale	3.28571428571
sex-trade	3.28571428571
sex-work	3.28571428571
sexily	3.22222222222
sexless	7.625
sick	2.7142857142900003
sickening	2.25
sicker	2.7142857142900003
sickness	2.7142857142900003
sicko	3.16666666667
sin	2.0
sinfulness	2.0
sinner	2.42857142857
sinning	2.0
skank	1.57142857143
skanky	1.33333333333
slattern	1.33333333333
slatternly	1.33333333333
sleazily	3.22222222222
slut	2.75
sluttish	1.33333333333
sluttishly	3.22222222222
slutty	2.75
smarting	3.0
smelliness	2.16666666667
smelly	3.0
soiled	2.6
sophisticated	6.85714285714
sordidly	3.22222222222
spend-thrift	2.85714285714
spendthrift	2.85714285714
splenetic	4.28571428571
spoil	2.75
spotless	7.666666666669999
squalor	2.2
stain	5.16666666667
stain-	5.16666666667
stain-grade	5.16666666667
stainability	5.16666666667
stainable	5.16666666667
stained	2.6
stainer	4.1428571428600005
staining	5.16666666667
stainless	6.166666666669999
stainless-steel	6.166666666669999
stainlesssteel	6.166666666669999
stains	2.6
steel	6.166666666669999
sterile	7.8
sterile-looking	7.8
sterilisation	4.375
sterilise	4.375
sterilised	4.375
sterilising	4.375
sterility	7.8
sterilized	7.8
sterilizing	4.375
sterlization	4.375
sting	3.0
sting-y	3.0
stinger	3.0
stinging	3.0
stomach-turning	2.25
straight-backed	6.0
strict	2.66666666667
stricter	2.66666666667
stringent	2.66666666667
strumpet	1.57142857143
sullied	2.0
sully	3.66666666667
super-clean	7.666666666669999
swain	7.4
swindle	2.3333333333333304
tacky	1.33333333333
taint	2.0
tainted	2.0
tainting	2.0
taints	2.0
tarnish	3.66666666667
tarnished	2.0
tarnishes	3.66666666667
tarnishing	3.66666666667
tasteless	5.33333333333333
tastelessness	5.33333333333333
tawdry	1.33333333333
theologian	7.0
thriftless	2.85714285714
tidier	7.5
tidiness	7.6
tidy	7.666666666669999
tramp	3.0
tramper	3.0
tramping	3.0
trampy	1.33333333333
trashier	1.33333333333
